hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,non_block,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),shadow size in bytes
211,759600,925873,2591,2454,4,1,1843,743,4,1,0,1,0.00154381,0.000385951,99.8456,0.0385951,95124,19746235,49308,10714492,48896,213,48895,199,1,1,0,0.00403586,2.02807e-05,99.5964,0.00202807,43225,41379,41380,0,0,41379,1844,0,0,0,0,1,1,0,0,100,0,0.00217629,2.14413e-05,92.1652,0.00385364,485314,716422,1.41252e+08
212,763200,930901,5028,4725,11,0,1879,3138,11,0,0,0,0.00218775,0,99.7812,0,101938,19839526,50546,10765038,50085,261,50068,200,17,3,14,0.00395679,0.000336327,99.6043,0.0336327,46364,42745,42747,0,0,42745,3617,0,0,0,0,3,14,0,0,100,0,0.00214608,0.000172907,95.8035,0.0305898,492652,716685,1.41265e+08
213,766800,934506,3605,3453,4,2,1428,2171,4,2,0,2,0.00110957,0.000554785,99.889,0.0554785,91434,19924767,46228,10811266,45822,258,45814,148,8,4,4,0.00320152,0.000173055,99.6798,0.0173055,41601,39013,39013,0,0,39013,2586,0,0,0,0,4,6,0,0,100,0,0.00171083,0.000112554,95.7836,0.020067,499461,716151,1.41109e+08
214,770400,937268,2762,2594,5,0,1395,1361,6,0,0,0,0.00217234,0,99.7828,0,89909,20009908,46325,10857591,45884,276,45876,165,8,2,6,0.00356179,0.000172693,99.6438,0.0172693,40822,38816,38817,0,0,38816,2005,0,0,0,0,2,6,0,0,100,0,0.00194533,9.10094e-05,93.8088,0.0162976,506528,716454,1.41473e+08
215,774000,943130,5862,3616,18,1,1315,4528,18,1,1,0,0.00307062,0.00017059,99.6929,0.017059,99964,20099526,48714,10906305,48338,204,48333,172,5,2,3,0.00353081,0.00010264,99.6469,0.010264,45388,40904,40913,0,0,40904,4475,0,0,0,0,3,3,0,0,100,0,0.00198995,6.28404e-05,96.7588,0.0109938,513953,716800,1.42029e+08
216,777600,945627,2497,2356,4,0,1415,1077,5,0,0,0,0.0020024,0,99.7998,0,93120,20188340,48313,10954618,47930,204,47925,179,5,1,4,0.00370501,0.000103492,99.6295,0.0103492,42310,40501,40502,0,0,40501,1808,0,0,0,0,1,4,0,0,100,0,0.00201509,5.47579e-05,92.6312,0.00984058,521381,717079,1.42241e+08
217,781200,959482,13855,9646,28,21,2234,11571,29,21,7,14,0.00209311,0.0015157,99.7907,0.15157,124592,20288835,54143,11008761,53089,867,53061,187,28,12,16,0.00345382,0.000517149,99.6546,0.0517149,56594,46352,46358,0,0,46352,10227,0,0,0,0,19,30,0,0,100,0,0.00188894,0.000428509,98.441,0.0720609,528112,716394,1.42476e+08
218,784800,972064,12582,11418,27,4,3569,8980,29,4,2,2,0.00230488,0.000317914,99.7695,0.0317914,123444,20390639,54722,11063483,53584,948,53561,190,23,11,12,0.0034721,0.000420306,99.6528,0.0420306,56140,47082,47087,0,0,47082,9050,0,0,0,0,13,14,0,0,100,0,0.00191457,0.000236043,98.2594,0.0401165,534609,714929,1.42612e+08
219,788400,985064,13000,11613,18,6,4337,8637,20,6,4,2,0.00153846,0.000461538,99.8462,0.0461538,125415,20493708,55417,11118900,54251,982,54226,184,25,12,13,0.00332028,0.000451125,99.668,0.0451125,56998,47652,47654,0,0,47652,9342,0,0,0,0,16,15,0,0,100,0,0.00175758,0.000267083,98.4308,0.0453104,541206,713043,1.426e+08
220,792000,999549,14485,12929,21,0,4067,10397,21,0,0,0,0.00144978,0,99.855,0,132681,20601495,57937,11176837,56599,1167,56593,171,6,1,5,0.00295148,0.000103561,99.7048,0.0103561,60259,49850,49851,0,0,49850,10408,0,0,0,0,1,5,0,0,100,0,0.00157027,4.90709e-05,98.6745,0.00828478,547954,712176,1.42934e+08
221,795600,1012546,12997,11879,22,4,4006,8965,22,4,2,2,0.0016927,0.000307763,99.8307,0.0307763,129323,20708515,57501,11234338,56395,895,56383,211,12,6,6,0.0036695,0.000208692,99.633,0.0208692,58825,49519,49522,0,0,49519,9302,0,0,0,0,8,8,0,0,100,0,0.00194139,0.000133314,98.2073,0.0226957,554827,711972,1.42931e+08
222,799200,1025750,13204,11956,28,1,4243,8932,28,1,1,0,0.00212057,7.57346e-05,99.7879,0.00757346,137726,20823632,61903,11296241,60886,812,60881,205,5,2,3,0.00331163,8.07715e-05,99.6688,0.00807715,62619,53214,53217,0,0,53214,9402,0,0,0,0,3,3,0,0,100,0,0.00181576,4.67577e-05,98.2354,0.0079886,562496,711590,1.4313e+08
223,802800,1037639,11889,10801,16,1,4093,7779,16,1,1,0,0.00134578,8.41114e-05,99.8654,0.00841114,129879,20933165,59005,11355246,57662,1146,57646,197,16,6,10,0.0033387,0.000271163,99.6661,0.0271163,58985,50528,50528,0,0,50528,8457,0,0,0,0,7,10,0,0,100,0,0.00175421,0.000140008,98.2084,0.0239795,569630,710575,1.43181e+08
224,806400,1051839,14200,12794,40,0,4254,9906,40,0,0,0,0.0028169,0,99.7183,0,138004,21046874,61022,11416268,59628,1179,59614,215,14,6,8,0.00352332,0.000229425,99.6477,0.0229425,62782,52687,52694,0,0,52687,10088,0,0,0,0,6,8,0,0,100,0,0.0019936,0.000109453,98.2042,0.0186116,576564,709614,1.43363e+08
225,810000,1065968,14129,12811,42,1,4073,10013,42,1,1,0,0.00297261,7.07764e-05,99.7027,0.00707764,138215,21160960,61299,11477567,59803,1280,59792,216,11,6,5,0.00352371,0.000179448,99.6476,0.0179448,62787,52787,52791,0,0,52787,9996,0,0,0,0,7,5,0,0,100,0,0.00201225,9.35928e-05,98.174,0.0159092,583576,708494,1.43213e+08
226,813600,1080018,14050,12688,36,0,3838,10176,36,0,0,0,0.00256228,0,99.7438,0,132613,21269547,58242,11535809,56881,1176,56873,185,8,5,3,0.0031764,0.000137358,99.6824,0.0137358,60321,50345,50347,0,0,50345,9974,0,0,0,0,5,3,0,0,100,0,0.00180207,6.52332e-05,98.427,0.0110662,590110,707252,1.43284e+08
227,817200,1094349,14331,12867,32,1,3876,10420,34,1,0,1,0.00237248,6.97788e-05,99.7627,0.00697788,138979,21383948,61541,11597350,59954,1377,59947,210,7,4,3,0.00341236,0.000113745,99.6588,0.0113745,63107,52860,52866,0,0,52860,10240,0,0,0,0,4,4,0,0,100,0,0.00189541,6.21446e-05,98.2974,0.0105441,597198,706728,1.43711e+08
228,820800,1107479,13130,11784,24,0,3765,9341,24,0,0,0,0.00182788,0,99.8172,0,131706,21493137,58691,11656041,57129,1348,57121,214,8,0,8,0.00364621,0.000136307,99.6354,0.0136307,59885,50498,50502,0,0,50498,9383,0,0,0,0,0,8,0,0,100,0,0.00194573,6.54028e-05,98.1874,0.0111388,603825,705807,1.43996e+08
229,824400,1120737,13258,11805,34,0,4675,8548,35,0,0,0,0.00263992,0,99.736,0,125509,21595927,55194,11711235,53909,1071,53904,214,5,2,3,0.00387723,9.05896e-05,99.6123,0.00905896,57057,47596,47600,0,0,47596,9457,0,0,0,0,2,3,0,0,100,0,0.00214566,4.30856e-05,98.1219,0.00730439,610134,704974,1.44122e+08
230,828000,1133408,12671,11144,33,2,4515,8120,34,2,0,2,0.00268329,0.000157841,99.7317,0.0157841,121253,21695557,53481,11764716,52135,1138,52125,208,10,7,3,0.00388923,0.000186982,99.6111,0.0186982,55101,46149,46154,0,0,46149,8945,0,0,0,0,7,5,0,0,100,0,0.00215492,0.000106856,98.0901,0.01814,616115,703706,1.44225e+08
231,831600,1145612,12204,10574,37,1,4612,7554,37,1,0,1,0.00303179,8.19404e-05,99.6968,0.00819403,119733,21794414,53078,11817794,51574,1288,51570,216,4,1,3,0.00406948,7.53608e-05,99.593,0.00753608,54451,45779,45784,0,0,45779,8666,0,0,0,0,1,4,0,0,100,0,0.00227803,4.50203e-05,97.9269,0.00765908,621905,702936,1.44221e+08
232,835200,1160315,14703,12800,37,0,5152,9514,37,0,0,0,0.00251649,0,99.7484,0,130128,21899449,56342,11874136,54784,1326,54778,232,6,3,3,0.00411771,0.000106492,99.5882,0.0106492,59083,48693,48694,0,0,48693,10389,0,0,0,0,3,3,0,0,100,0,0.00224657,5.01094e-05,98.1704,0.00844535,627995,701471,1.44561e+08
233,838800,1176571,16256,13838,49,2,6108,10097,49,2,2,0,0.00301427,0.000123031,99.6986,0.0123031,139134,22010720,59626,11933762,57841,1518,57828,267,13,11,2,0.00447791,0.000218026,99.5522,0.0218026,63252,51645,51649,0,0,51645,11603,0,0,0,0,13,2,0,0,100,0,0.00247791,0.000117622,98.0561,0.0197675,634187,700820,1.44759e+08
234,842400,1189029,12458,10936,25,1,5404,7027,26,1,0,1,0.00208701,8.02697e-05,99.7913,0.00802697,131419,22120750,59170,11992932,57910,1015,57901,245,9,5,4,0.00414061,0.000152104,99.5859,0.0152104,59791,50860,50862,0,0,50860,8929,0,0,0,0,5,5,0,0,100,0,0.00221246,8.16407e-05,97.8247,0.013961,641235,701414,1.45087e+08
235,846000,1201779,12750,11177,37,1,4642,8070,37,1,1,0,0.00290196,7.84314e-05,99.7098,0.00784314,124897,22223780,55359,12048291,53980,1121,53969,258,11,8,3,0.00466049,0.000198703,99.534,0.0198703,56788,47671,47675,0,0,47671,9112,0,0,0,0,9,3,0,0,100,0,0.00254794,0.000103645,97.6863,0.0176188,647540,701226,1.45194e+08
236,849600,1214206,12427,10854,38,0,4563,7826,38,0,0,0,0.00305786,0,99.6942,0,122308,22324749,54205,12102496,52906,1024,52895,275,11,8,3,0.00507333,0.000202933,99.4927,0.0202933,55676,46764,46769,0,0,46764,8907,0,0,0,0,8,3,0,0,100,0,0.00276024,9.70052e-05,97.4813,0.0165086,653677,699962,1.45138e+08
237,853200,1223821,9615,8514,36,0,4297,5281,37,0,0,0,0.00384815,0,99.6152,0,115389,22423685,53278,12155774,51893,1097,51885,288,8,6,2,0.00540561,0.000150156,99.4594,0.0150156,52496,45658,45662,0,0,45658,6834,0,0,0,0,6,2,0,0,100,0,0.00299398,7.36981e-05,96.6199,0.01272,659908,699222,1.45182e+08
238,856800,1235694,11873,10324,46,3,4047,7777,46,3,3,0,0.00387434,0.000252674,99.6126,0.0252674,113278,22516546,49888,12205662,48450,1177,48441,261,9,8,1,0.00523172,0.000180404,99.4768,0.0180404,51517,42973,42978,0,0,42973,8538,0,0,0,0,11,1,0,0,100,0,0.00293124,0.000114576,97.4143,0.0194297,665380,698019,1.45147e+08
239,860400,1247939,12245,10792,46,4,3490,8704,47,4,4,0,0.0038383,0.000326664,99.6162,0.0326664,113029,22608506,49332,12254994,47915,1149,47907,268,8,8,0,0.00543258,0.000162167,99.4567,0.0162167,51452,42628,42633,0,0,42628,8816,0,0,0,0,12,0,0,0,100,0,0.00302289,0.000115158,97.4275,0.0194878,670662,696658,1.45202e+08
240,864000,1262977,15038,13141,73,0,3968,10997,73,0,0,0,0.00485437,0,99.5146,0,130298,22713069,56091,12311085,54253,1536,54245,302,8,6,2,0.00538411,0.000142625,99.4616,0.0142625,59169,48472,48484,0,0,48472,10685,0,0,0,0,6,2,0,0,100,0,0.00313543,6.68891e-05,97.5063,0.0112472,676431,695696,1.45256e+08
241,867600,1270526,7549,6545,12,3,2337,5196,13,3,1,2,0.00172208,0.000397404,99.8278,0.0397404,101955,22801897,47987,12359072,47227,616,47210,144,17,1,16,0.00300081,0.000354263,99.6999,0.0354263,46419,40841,40846,0,0,40841,5573,0,0,0,0,2,18,0,0,100,0,0.00162902,0.000207518,97.9203,0.0360127,341315,695175,1.45178e+08
242,871200,1282116,11590,5737,8,46,2688,8840,8,54,4,42,0.00069025,0.00465919,99.931,0.465919,109685,22890970,48206,12407278,47830,225,47803,151,27,2,25,0.00313239,0.000560096,99.6868,0.0560096,49889,40867,40875,0,0,40867,8972,0,0,0,0,6,67,0,0,100,0,0.00157953,0.000804665,98.6281,0.135461,348270,695369,1.45249e+08
243,874800,1288942,6826,6156,7,2,3919,2898,7,2,1,1,0.00102549,0.000292997,99.8975,0.0292997,104135,22983376,49962,12457240,49387,415,49374,160,13,1,12,0.00320243,0.000260198,99.6798,0.0260198,47347,42444,42445,0,0,42444,4900,0,0,0,0,2,13,0,0,100,0,0.00168292,0.000151161,97.5535,0.026414,355212,695715,1.45336e+08
244,878400,1294725,5783,5264,4,0,3547,2232,4,0,0,0,0.000691683,0,99.9308,0,97837,23071309,47642,12504882,47173,348,47165,121,8,3,5,0.00253978,0.000167919,99.746,0.0167919,44412,40291,40292,0,0,40291,4120,0,0,0,0,3,5,0,0,100,0,0.00133382,8.53643e-05,97.8385,0.0149743,362093,695902,1.45504e+08
245,882000,1302935,8210,7382,8,0,4362,3840,8,0,0,0,0.000974421,0,99.9026,0,109141,23166348,51296,12556178,50721,412,50718,163,3,2,1,0.00317764,5.84841e-05,99.6822,0.00584841,49635,43743,43743,0,0,43743,5892,0,0,0,0,2,1,0,0,100,0,0.00165619,2.9056e-05,97.9172,0.00504151,369071,695650,1.45558e+08
246,885600,1311496,8561,7719,10,0,4795,3755,11,0,0,0,0.0012849,0,99.8715,0,120256,23271940,57084,12613262,56441,480,56436,163,5,1,4,0.00285544,8.75902e-05,99.7145,0.00875902,54611,48508,48510,0,0,48508,6101,0,0,0,0,1,4,0,0,100,0,0.00152427,4.38009e-05,97.9675,0.00761673,377002,694838,1.45543e+08
247,889200,1329413,17917,12494,45,32,3940,13896,49,32,2,30,0.00273483,0.00178601,99.7265,0.178601,132733,23372876,54379,12667641,53746,478,53741,155,5,2,3,0.00285037,9.19473e-05,99.715,0.00919473,60437,46557,46584,0,0,46557,13822,0,0,0,0,4,33,0,0,100,0,0.00171641,0.000311309,98.8614,0.0511785,384164,694697,1.4591e+08
248,892800,1335659,6246,5682,8,2,2968,3268,8,2,1,1,0.00128082,0.000320205,99.8719,0.0320205,114756,23476927,56297,12723938,55789,324,55781,184,8,5,3,0.00326838,0.000142103,99.6732,0.0142103,52213,47754,47755,0,0,47754,4458,0,0,0,0,6,4,0,0,100,0,0.00174075,9.06643e-05,96.926,0.015989,392198,693502,1.45914e+08
249,896400,1342201,6542,5975,2,0,3112,3428,2,0,0,0,0.000305717,0,99.9694,0,116731,23582467,57098,12781036,56475,439,56470,184,5,4,1,0.00322253,8.75687e-05,99.6777,0.00875687,53091,48442,48442,0,0,48442,4649,0,0,0,0,4,1,0,0,100,0,0.0016595,4.46102e-05,97.1568,0.00785669,400231,693055,1.45952e+08
250,900000,1348963,6762,6023,6,4,3017,3735,6,4,0,4,0.000887311,0.000591541,99.9113,0.0591541,109663,23680511,52980,12834016,52496,343,52484,141,12,3,9,0.00266138,0.000226501,99.7339,0.0226501,49921,45064,45065,0,0,45064,4856,0,0,0,0,3,13,0,0,100,0,0.00140259,0.000152663,97.8261,0.0267818,407662,692730,1.46051e+08
251,903600,1360340,11377,9410,18,3,2349,9006,18,4,1,2,0.00158214,0.000351587,99.8418,0.0351587,104569,23765279,45622,12879638,45222,276,45216,124,6,4,2,0.00271799,0.000131515,99.7282,0.0131515,47570,39146,39154,0,0,39146,8413,0,0,0,0,5,4,0,0,100,0,0.00147694,0.00010401,98.7519,0.0175442,413730,689662,1.45857e+08
252,907200,1377539,17199,13965,36,25,3594,13542,38,25,8,17,0.00220943,0.00145357,99.7791,0.145357,120545,23855480,48525,12928163,48016,381,48006,128,10,4,6,0.00263782,0.000206079,99.7362,0.0206079,54821,41676,41699,0,0,41676,13099,0,0,0,0,12,23,0,0,100,0,0.00154562,0.000325885,99.0348,0.053253,420047,688345,1.45953e+08
253,910800,1382573,5034,4502,0,1,4245,788,0,1,1,0,0,0.000198649,100,0.0198649,101885,23948750,50546,12978709,50038,377,50029,131,9,6,3,0.0025917,0.000178056,99.7408,0.0178056,46305,42724,42724,0,0,42724,3581,0,0,0,0,7,3,0,0,100,0,0.0013326,0.000101725,97.3977,0.0179921,427361,687779,1.46042e+08
254,914400,1388289,5716,5189,5,0,4142,1569,5,0,0,0,0.000874738,0,99.9125,0,111762,24050740,55260,13033969,54730,382,54718,148,12,7,5,0.00267825,0.000217155,99.7322,0.0217155,50786,46730,46733,0,0,46730,4053,0,0,0,0,7,5,0,0,100,0,0.00142053,0.000111414,97.3233,0.0196799,435358,687693,1.46192e+08
255,918000,1395644,7355,6494,4,0,5441,1909,5,0,0,0,0.00067981,0,99.932,0,108005,24146143,51573,13085542,51157,261,51150,155,7,5,2,0.00300545,0.00013573,99.6995,0.013573,49077,43830,43831,0,0,43830,5246,0,0,0,0,5,2,0,0,100,0,0.00155706,6.81212e-05,97.8246,0.0118789,442684,687275,1.46101e+08
256,921600,1404242,8598,7496,11,0,5200,3387,11,0,0,0,0.00127937,0,99.8721,0,103058,24234446,47637,13133179,47079,426,47071,132,8,5,3,0.00277096,0.000167937,99.7229,0.0167937,46823,40666,40667,0,0,40666,6156,0,0,0,0,5,3,0,0,100,0,0.00147573,8.25585e-05,98.3368,0.014226,449096,686779,1.46045e+08
257,925200,1412338,8096,6930,5,1,5488,2602,5,1,0,1,0.000617589,0.000123518,99.9382,0.0123518,105419,24325961,49376,13182555,48858,385,48855,133,3,1,2,0.00269362,6.07583e-05,99.7306,0.00607583,47947,42139,42140,0,0,42139,5806,0,0,0,0,1,3,0,0,100,0,0.00138539,4.01562e-05,98.2955,0.00695991,455814,686453,1.46054e+08
258,928800,1422284,9946,8800,13,0,5642,4291,13,0,0,0,0.00130706,0,99.8693,0,115001,24424004,52844,13235399,52414,291,52408,139,6,3,3,0.00263038,0.000113542,99.737,0.0113542,52211,45199,45201,0,0,45199,7010,0,0,0,0,3,3,0,0,100,0,0.00140755,5.55612e-05,98.4717,0.00955566,463027,686322,1.4658e+08
259,932400,1430692,8408,7547,7,0,5606,2795,7,0,0,0,0.00083254,0,99.9167,0,119024,24528527,56411,13291810,55972,287,55964,152,8,2,6,0.00269451,0.000141816,99.7306,0.0141816,54205,48112,48116,0,0,48112,6089,0,0,0,0,2,6,0,0,100,0,0.00140794,7.08397e-05,98.1089,0.0123421,470883,687219,1.46636e+08
260,936000,1437756,7064,6243,7,0,4959,2097,8,0,0,0,0.0011325,0,99.8867,0,100794,24617210,47919,13339729,47461,316,47456,142,5,5,0,0.00296333,0.000104343,99.7037,0.0104343,45811,40764,40765,0,0,40764,5046,0,0,0,0,5,0,0,0,100,0,0.00156663,5.2221e-05,97.8766,0.00909372,477579,686478,1.46479e+08
261,939600,1445510,7754,6765,2,0,5086,2666,2,0,0,0,0.000257931,0,99.9742,0,97214,24701181,45234,13384963,44840,262,44834,132,6,4,2,0.00291816,0.000132644,99.7082,0.0132644,44226,38737,38737,0,0,38737,5489,0,0,0,0,4,2,0,0,100,0,0.00146089,6.54129e-05,98.2719,0.0113233,483682,685375,1.46234e+08
262,943200,1453774,8264,7186,4,0,5245,3013,6,0,0,0,0.000726041,0,99.9274,0,100263,24787246,46440,13431403,46055,264,46046,121,9,4,5,0.00260551,0.000193798,99.7394,0.0193798,45559,39625,39626,0,0,39625,5933,0,0,0,0,4,5,0,0,100,0,0.00134635,9.54107e-05,98.4632,0.0164522,490111,684510,1.46123e+08
263,946800,1470313,16539,7442,11,3,4608,11913,15,3,1,2,0.000906947,0.000181389,99.9093,0.0181389,119781,24877468,48720,13480123,48301,279,48299,140,2,1,1,0.00287356,4.10509e-05,99.7126,0.00410509,54522,41502,41510,0,0,41502,13010,0,0,0,0,2,3,0,0,100,0,0.00145184,4.68336e-05,99.0628,0.00766178,496902,684523,1.46304e+08
264,950400,1475767,5454,4686,4,0,2978,2472,4,0,0,0,0.000733407,0,99.9267,0,103478,24971580,51071,13531194,50741,202,50739,128,2,2,0,0.00250631,3.91612e-05,99.7494,0.00391612,46953,43041,43042,0,0,43041,3911,0,0,0,0,2,0,0,0,100,0,0.00132575,2.00872e-05,97.5798,0.00353826,504601,684996,1.46544e+08
265,954000,1480300,4533,4050,1,0,2700,1832,1,0,0,0,0.000220604,0,99.9779,0,101984,25065752,51065,13582259,50657,260,50654,148,3,1,2,0.00289827,5.87487e-05,99.7102,0.00587487,46386,43107,43107,0,0,43107,3279,0,0,0,0,1,2,0,0,100,0,0.00150955,3.03936e-05,96.713,0.00539588,512151,685405,1.46739e+08
266,957600,1485657,5357,4778,4,0,2438,2915,4,0,0,0,0.000746687,0,99.9253,0,98588,25155174,48495,13630754,48119,228,48114,148,5,3,2,0.00305186,0.000103103,99.6948,0.0103103,44736,40927,40928,0,0,40927,3808,0,0,0,0,3,2,0,0,100,0,0.00160373,5.27543e-05,97.1626,0.00928471,519342,686320,1.46987e+08
267,961200,1491814,6157,5614,6,0,3187,2964,6,0,0,0,0.000974501,0,99.9025,0,103926,25248543,50500,13681254,50122,238,50120,140,2,2,0,0.00277228,3.9604e-05,99.7228,0.0039604,47269,42869,42869,0,0,42869,4400,0,0,0,0,2,0,0,0,100,0,0.00146695,2.00953e-05,97.6287,0.00353001,526595,686451,1.47214e+08
268,964800,1496096,4282,3843,1,0,3035,1246,1,0,0,0,0.000233536,0,99.9766,0,95490,25336699,47730,13728984,47375,211,47372,144,3,2,1,0.00301697,6.28535e-05,99.6983,0.00628535,43478,40426,40427,0,0,40426,3051,0,0,0,0,2,1,0,0,100,0,0.00156862,3.24542e-05,96.6137,0.0057679,533543,686777,1.47294e+08
269,968400,1501073,4977,4590,7,1,3151,1818,7,1,1,0,0.00140647,0.000200924,99.8594,0.0200924,106305,25434528,53009,13781993,52693,165,52693,151,0,0,0,0.00284857,0,99.7151,0,48319,44820,44822,0,0,44820,3496,0,0,0,0,1,0,0,0,100,0,0.00153688,9.72706e-06,96.8254,0.00172455,541414,687329,1.47544e+08
270,972000,1507280,6207,5646,5,0,3923,2279,5,0,0,0,0.000805542,0,99.9194,0,124341,25548129,61437,13843430,61107,160,61104,170,3,3,0,0.00276706,4.88305e-05,99.7233,0.00488305,56697,52164,52165,0,0,52164,4532,0,0,0,0,3,0,0,0,100,0,0.00146067,2.50401e-05,97.1806,0.00443498,550356,689258,1.48134e+08
271,975600,1514568,7288,6672,5,0,4266,3017,5,0,0,0,0.000686059,0,99.9314,0,125149,25660796,60968,13904398,60489,294,60489,185,0,0,0,0.00303438,0,99.6966,0,56893,51699,51701,0,0,51699,5192,0,0,0,0,0,0,0,0,100,0,0.00158393,0,97.393,0,559144,690718,1.48614e+08
272,979200,1520759,6191,5540,4,0,3684,2503,4,0,0,0,0.000646099,0,99.9354,0,121229,25771395,59974,13964372,59495,300,59491,179,4,3,1,0.00298463,6.66956e-05,99.7015,0.00666956,55064,50625,50625,0,0,50625,4439,0,0,0,0,3,1,0,0,100,0,0.00156691,3.42495e-05,97.0441,0.00604549,568014,692992,1.49285e+08
273,982800,1530022,9263,8558,13,0,3607,5643,13,0,0,0,0.00140343,0,99.8597,0,128696,25884245,60916,14025288,60454,259,60452,203,2,1,1,0.00333246,3.28321e-05,99.6668,0.00328321,58517,51934,51935,0,0,51934,6582,0,0,0,0,1,1,0,0,100,0,0.00176885,1.63783e-05,97.6681,0.00284986,576533,693890,1.49397e+08
274,986400,1534338,4316,3914,4,0,3086,1226,4,0,0,0,0.000926784,0,99.9073,0,103834,25980677,52187,14077475,51682,305,51680,200,2,2,0,0.00383237,3.83237e-05,99.6168,0.00383237,47331,44245,44247,0,0,44245,3084,0,0,0,0,2,0,0,0,100,0,0.00202485,1.98515e-05,95.2734,0.00353964,583968,694346,1.49488e+08
275,990000,1552231,17893,16952,44,0,3569,14280,44,0,0,0,0.00245906,0,99.7541,0,154273,26104583,66281,14143756,65671,378,65669,232,2,2,0,0.00350025,3.01746e-05,99.65,0.00301746,70099,57625,57625,0,0,57625,12474,0,0,0,0,2,0,0,0,100,0,0.00194642,1.41045e-05,98.4575,0.00237603,592014,695014,1.52238e+08
276,993600,1558779,6548,5811,1,0,5349,1198,1,0,0,0,0.000152718,0,99.9847,0,110620,26203999,53808,14197564,53233,407,53230,168,3,3,0,0.00312221,5.57538e-05,99.6878,0.00557538,50264,45608,45609,0,0,45608,4655,0,0,0,0,3,0,0,0,100,0,0.00159488,2.83115e-05,97.4191,0.00497051,599638,695986,1.52481e+08
277,997200,1564134,5355,4705,1,0,4373,981,1,0,0,0,0.000186741,0,99.9813,0,90419,26285234,43956,14241520,43397,384,43395,175,2,2,0,0.00398125,4.55e-05,99.6019,0.00455,41108,37279,37280,0,0,37279,3828,0,0,0,0,2,0,0,0,100,0,0.00203257,2.30974e-05,96.7133,0.00405589,605755,695164,1.52397e+08
278,1000800,1569147,5013,4463,1,0,4116,896,1,0,0,0,0.000199481,0,99.98,0,104237,26380866,51887,14293407,51267,407,51263,213,4,3,1,0.00410507,7.70906e-05,99.5895,0.00770906,47337,43745,43746,0,0,43745,3591,0,0,0,0,3,1,0,0,100,0,0.00212629,3.97437e-05,95.7311,0.00702988,613276,695964,1.52808e+08
279,1004400,1573246,4099,3551,7,0,2222,1870,7,0,0,0,0.00170773,0,99.8292,0,89256,26462969,44611,14338018,43883,545,43870,183,13,8,5,0.00410213,0.000291408,99.5898,0.0291408,40546,37492,37499,0,0,37492,3047,0,0,0,0,8,5,0,0,100,0,0.00220413,0.000150809,95.3647,0.0266886,619660,695993,1.52771e+08
280,1008000,1577862,4616,4176,1,0,3777,838,1,0,0,0,0.000216638,0,99.9783,0,102796,26557878,51505,14389523,50666,630,50655,209,11,8,3,0.00405786,0.000213572,99.5942,0.0213572,46675,43404,43404,0,0,43404,3271,0,0,0,0,8,3,0,0,100,0,0.00211002,0.000110525,95.4506,0.0196005,626922,696735,1.52958e+08
281,1011600,1582724,4862,4374,2,0,4026,833,3,0,0,0,0.00061703,0,99.9383,0,95438,26644984,47177,14436700,46534,426,46518,217,16,9,7,0.0045997,0.000339148,99.54,0.0339148,43399,39929,39931,0,0,39929,3468,0,0,0,0,9,7,0,0,100,0,0.00239214,0.000173974,95.4751,0.0307462,633525,696670,1.52973e+08
282,1015200,1590720,7996,7194,15,0,3927,4054,15,0,0,0,0.00187594,0,99.8124,0,105341,26736530,49462,14486162,48762,476,48754,224,8,5,3,0.00452873,0.00016174,99.5471,0.016174,47883,42084,42086,0,0,42084,5797,0,0,0,0,5,3,0,0,100,0,0.002401,8.03681e-05,97.011,0.0139232,640201,696637,1.53119e+08
283,1018800,1602332,11612,10627,32,0,4563,7016,33,0,0,0,0.00284189,0,99.7158,0,136253,26852984,62732,14548894,62017,400,62006,315,11,10,1,0.00502136,0.000175349,99.4979,0.0175349,61909,53722,53726,0,0,53722,8183,0,0,0,0,10,1,0,0,100,0,0.00271735,8.58932e-05,97.0031,0.0147961,648492,698983,1.5397e+08
284,1022400,1607513,5181,4713,0,0,4462,719,0,0,0,0,0,0,100,0,103845,26947956,51459,14600353,50678,533,50663,248,15,15,0,0.00481937,0.000291494,99.5181,0.0291494,47205,43513,43513,0,0,43513,3692,0,0,0,0,15,0,0,0,100,0,0.00247621,0.000149771,95.2133,0.0264831,655657,699242,1.5397e+08
285,1026000,1612875,5362,4745,2,0,4382,976,4,0,0,0,0.00074599,0,99.9254,0,89352,27028124,43353,14643706,42828,303,42819,222,9,9,0,0.00512075,0.000207598,99.4879,0.0207598,40637,36815,36817,0,0,36815,3820,0,0,0,0,9,0,0,0,100,0,0.00264235,0.000105226,95.7852,0.0184748,661668,698540,1.53949e+08
